"Kingdom";"Phylum";"Class";"Order";"Family";"Genus";"Species"
"Fungi";"Ascomycota";"Dothideomycetes";"Capnodiales";".";".";"."
"Fungi";"Rozellomycota";".";".";".";".";"."
"Fungi";"Ascomycota";"Sordariomycetes";"Glomerellales";"Plectosphaerellaceae";"Gibellulopsis";"."
"Fungi";"Ascomycota";"Dothideomycetes";"Venturiales";"Venturiaceae";"Venturia";"."
"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Strophariaceae";"Stropharia";"hornemannii"
"Fungi";"Ascomycota";"Sordariomycetes";"Xylariales";"Diatrypaceae";"Monosporascus";"."
"Fungi";"Ascomycota";"Eurotiomycetes";"Verrucariales";"Verrucariaceae";"Verrucaria";"."
"Fungi";"Basidiomycota";"Ustilaginomycetes";"Ustilaginales";"Ustilaginaceae";"Tranzscheliella";"williamsii"
"Fungi";"Ascomycota";"Sordariomycetes";"Xylariales";"Nothodactylariaceae";"Nothodactylaria";"."
"Fungi";"Ascomycota";"Dothideomycetes";"Pleosporales";"Periconiaceae";"Flavomyces";"fulophazii"
"Fungi";"Chytridiomycota";"Rhizophydiomycetes";"Rhizophydiales";"Alphamycetaceae";"Betamyces";"."
"Fungi";"Ascomycota";"Orbiliomycetes";"Orbiliales";".";".";"."
"Fungi";"Ascomycota";"Leotiomycetes";"Helotiales";".";".";"."
"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Agaricales_family_incertae_sedis";"Atractosporocybe";"."
"Fungi";"Chytridiomycota";"Rhizophlyctidomycetes";"Rhizophlyctidales";"Rhizophlyctidaceae";"Rhizophlyctis";"rosea"
"Fungi";"Ascomycota";"Eurotiomycetes";"Chaetothyriales";"Herpotrichiellaceae";"Exophiala";"."
"Fungi";"Ascomycota";"Leotiomycetes";"Helotiales";"Helotiales_family_incertae_sedis";"Tetracladium";"."
"Fungi";"Ascomycota";"Dothideomycetes";"Capnodiales";"Teratosphaeriaceae";"Devriesia";"."
"Fungi";"Basidiomycota";"Agaricomycetes";"Russulales";"Russulaceae";"Russula";"."
"Fungi";"Ascomycota";".";".";".";".";"."
"Fungi";"Ascomycota";"Sordariomycetes";"Sordariales";"Lasiosphaeriaceae";"Schizothecium";"."
"Fungi";"Ascomycota";"Dothideomycetes";"Venturiales";"Sympoventuriaceae";".";"."
"Fungi";"Chytridiomycota";".";".";".";".";"."
"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Clavariaceae";"Clavaria";"."
"Fungi";"Ascomycota";"Sordariomycetes";"Sordariomycetes_order_incertae_sedis";"Junewangiaceae";"Junewangia";"."
"Fungi";"Ascomycota";"Sordariomycetes";"Sordariales";".";".";"."
"Fungi";"Ascomycota";"Orbiliomycetes";"Orbiliales";".";".";"."
"Fungi";"Ascomycota";"Sordariomycetes";"Sordariales";"Lasiosphaeriaceae";"Schizothecium";"."
"Fungi";"Ascomycota";"Dothideomycetes";"Pleosporales";"Melanommataceae";"Petrakia";"."
"Fungi";"Chytridiomycota";".";".";".";".";"."
"Fungi";"Ascomycota";"Dothideomycetes";"Capnodiales";"Teratosphaeriaceae";"Lapidomyces";"."
"Fungi";"Ascomycota";"Leotiomycetes";"Helotiales";"Hamatocanthoscyphaceae";"Xenochalara";"."
"Fungi";"Ascomycota";"Orbiliomycetes";"Orbiliales";".";".";"."
"Fungi";"Ascomycota";"Dothideomycetes";"Capnodiales";".";".";"."
"Fungi";"Basidiomycota";"Agaricomycetes";"Auriculariales";"Oliveoniaceae";"Oliveonia";"."
"Fungi";"Ascomycota";"Eurotiomycetes";"Chaetothyriales";"Herpotrichiellaceae";"Exophiala";"."
"Fungi";"Ascomycota";"Dothideomycetes";"Dothideomycetes_order_incertae_sedis";"Dothideomycetes_family_incertae_sedis";"Rupestriomyces";"."
"Fungi";"Ascomycota";"Sordariomycetes";"Coniochaetales";"Coniochaetaceae";"Coniochaeta";"lignicola"
"Fungi";"Chytridiomycota";"Rhizophlyctidomycetes";"Rhizophlyctidales";".";".";"."
"Fungi";"Ascomycota";"Orbiliomycetes";"Orbiliales";"Orbiliaceae";"Orbilia";"."
"Fungi";"Ascomycota";"Dothideomycetes";"Pleosporales";"Leptosphaeriaceae";"Plenodomus";"."
"Fungi";"Ascomycota";"Sordariomycetes";"Amphisphaeriales";"Amphisphaeriaceae";".";"."
"Fungi";"Chytridiomycota";"Rhizophydiomycetes";"Rhizophydiales";"Alphamycetaceae";"Betamyces";"."
"Fungi";"Ascomycota";"Dothideomycetes";"Pleosporales";"Melanommataceae";"Herpotrichia";"."
"Fungi";"Ascomycota";"Leotiomycetes";"Helotiales";"Helotiales_family_incertae_sedis";"Polyphilus";"."
"Fungi";"Chytridiomycota";"Spizellomycetes";"Spizellomycetales";"Spizellomycetaceae";".";"."
"Fungi";"Chytridiomycota";"Spizellomycetes";"Spizellomycetales";".";".";"."
"Fungi";"Glomeromycota";"Glomeromycetes";"Glomerales";"Glomeraceae";".";"."
"Fungi";"Olpidiomycota";".";".";".";".";"."
"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Agaricaceae";"Leucoagaricus";"rubrobrunneus"
"Fungi";"Ascomycota";"Geoglossomycetes";"Geoglossales";"Geoglossaceae";"Geoglossum";"."
"Fungi";"Ascomycota";"Dothideomycetes";".";".";".";"."
"Fungi";"Ascomycota";"Leotiomycetes";"Helotiales";"Dermateaceae";"Coleophoma";"."
"Fungi";"Ascomycota";"Leotiomycetes";"Helotiales";"Lachnaceae";"Lachnum";"."
"Fungi";"Ascomycota";"Sordariomycetes";"Hypocreales";"Nectriaceae";"Gibberella";"acuminata"
"Fungi";"Glomeromycota";"Glomeromycetes";"Glomerales";"Glomeraceae";".";"."
"Fungi";"Ascomycota";"Leotiomycetes";"Helotiales";".";".";"."
"Fungi";"Ascomycota";".";".";".";".";"."
"Fungi";"Chytridiomycota";"Rhizophlyctidomycetes";"Rhizophlyctidales";".";".";"."
"Fungi";"Monoblepharomycota";"Monoblepharidomycetes";"Monoblepharidales";".";".";"."
"Fungi";"Ascomycota";"Sordariomycetes";"Hypocreales";"Ophiocordycipitaceae";"Purpureocillium";"."
"Fungi";"Ascomycota";"Dothideomycetes";"Pleosporales";"Phaeosphaeriaceae";"Dematiopleospora";"fusiformis"
"Fungi";"Ascomycota";"Dothideomycetes";"Pleosporales";"Massarinaceae";"Stagonospora";"bicolor"
"Fungi";"Ascomycota";"Dothideomycetes";"Capnodiales";"Teratosphaeriaceae";"Lapidomyces";"."
"Fungi";"Ascomycota";"Leotiomycetes";"Leotiales";".";".";"."
"Fungi";"Glomeromycota";"Glomeromycetes";"Glomerales";"Glomeraceae";".";"."
"Fungi";"Ascomycota";".";".";".";".";"."
"Fungi";"Ascomycota";"Dothideomycetes";"Pleosporales";"Lophiostomataceae";"Guttulispora";"."
"Fungi";"Mortierellomycota";"Mortierellomycetes";"Mortierellales";"Mortierellaceae";"Mortierella";"."
"Fungi";"Basidiomycota";"Agaricomycetes";"Cantharellales";"Ceratobasidiaceae";"Ceratobasidium";"."
"Fungi";"Ascomycota";"Eurotiomycetes";"Chaetothyriales";"Herpotrichiellaceae";"Cladophialophora";"."
"Fungi";"Ascomycota";"Dothideomycetes";"Pleosporales";"Sporormiaceae";".";"."
"Fungi";"Ascomycota";"Eurotiomycetes";"Chaetothyriales";".";".";"."
"Fungi";"Ascomycota";"Sordariomycetes";"Amphisphaeriales";"Amphisphaeriaceae";".";"."
"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Tubariaceae";"Tubaria";"furfuracea"
"Fungi";"Ascomycota";"Lecanoromycetes";"Ostropales";".";".";"."
"Fungi";"Ascomycota";"Dothideomycetes";"Venturiales";"Sympoventuriaceae";"Ochroconis";"."
"Fungi";"Ascomycota";"Dothideomycetes";"Pleosporales";"Phaeosphaeriaceae";".";"."
"Fungi";"Glomeromycota";"Glomeromycetes";"Glomerales";"Glomeraceae";".";"."
"Fungi";"Ascomycota";".";".";".";".";"."
"Fungi";"Ascomycota";"Eurotiomycetes";"Eurotiales";".";".";"."
"Fungi";"Chytridiomycota";"Spizellomycetes";"Spizellomycetales";".";".";"."
"Fungi";"Basidiomycota";"Agaricomycetes";"Cantharellales";"Cantharellales_family_incertae_sedis";"Sistotrema";"."
"Fungi";"Ascomycota";"Eurotiomycetes";"Onygenales";"Gymnoascaceae";"Gymnoascus";"."
"Fungi";"Ascomycota";"Dothideomycetes";"Pleosporales";"Didymellaceae";"Phoma";"."
"Fungi";"Ascomycota";"Dothideomycetes";".";".";".";"."
"Fungi";"Ascomycota";"Sordariomycetes";".";".";".";"."
"Fungi";"Ascomycota";"Dothideomycetes";"Pleosporales";"Massarinaceae";"Pseudodidymosphaeria";"phlei"
"Fungi";"Ascomycota";"Dothideomycetes";"Capnodiales";"Teratosphaeriaceae";"Friedmanniomyces";"."
"Fungi";"Mortierellomycota";"Mortierellomycetes";"Mortierellales";"Mortierellaceae";"Mortierella";"."
"Fungi";"Ascomycota";"Eurotiomycetes";"Verrucariales";"Verrucariaceae";"Verrucaria";"."
"Fungi";"Basidiomycota";"Agaricomycetes";"Cantharellales";"Ceratobasidiaceae";".";"."
"Fungi";"Ascomycota";"Sordariomycetes";"Pisorisporiales";"Pisorisporiaceae";"Achroceratosphaeria";"."
"Fungi";"Basidiomycota";"Cystobasidiomycetes";"Cystobasidiales";"Cystobasidiaceae";"Cystobasidium";"."
"Fungi";"Chytridiomycota";"Spizellomycetes";"Spizellomycetales";"Spizellomycetaceae";"Spizellomyces";"lactosolyticus"
"Fungi";"Ascomycota";"Sordariomycetes";"Microascales";"Microascaceae";".";"."
"Fungi";"Ascomycota";"Eurotiomycetes";"Chaetothyriales";"Herpotrichiellaceae";"Cladophialophora";"."
"Fungi";"Glomeromycota";"Glomeromycetes";"Glomerales";"Glomeraceae";".";"."
"Fungi";"Basidiomycota";"Tremellomycetes";"Tremellales";"Bulleraceae";"Genolevuria";"."
"Fungi";"Ascomycota";"Eurotiomycetes";"Arachnomycetales";"Arachnomycetaceae";"Arachnomyces";"."
"Fungi";"Ascomycota";"Leotiomycetes";"Thelebolales";"Thelebolaceae";"Thelebolus";"."
"Fungi";"Chytridiomycota";"Spizellomycetes";"Spizellomycetales";".";".";"."
"Fungi";"Chytridiomycota";".";".";".";".";"."
"Fungi";"Basidiomycota";"Agaricomycetes";"Sebacinales";"Serendipitaceae";"Serendipita";"."
"Fungi";"Ascomycota";"Dothideomycetes";"Pleosporales";"Didymellaceae";".";"."
"Fungi";"Ascomycota";"Dothideomycetes";"Pleosporales";".";".";"."
"Fungi";"Ascomycota";"Orbiliomycetes";"Orbiliales";".";".";"."
"Fungi";"Rozellomycota";".";".";".";".";"."
"Fungi";"Basidiomycota";"Agaricomycetes";"Cantharellales";"Ceratobasidiaceae";"Ceratobasidium";"."
"Fungi";"Ascomycota";"Eurotiomycetes";"Eurotiales";"Trichocomaceae";"Talaromyces";"luteus"
"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Hygrophoraceae";"Hygrocybe";"."
"Fungi";"Ascomycota";"Arthoniomycetes";"Lichenostigmatales";"Phaeococcomycetaceae";".";"."
"Fungi";"Ascomycota";"Sordariomycetes";"Sordariales";".";".";"."
"Fungi";"Ascomycota";"Leotiomycetes";"Helotiales";"Helotiaceae";".";"."
"Fungi";"Basidiomycota";"Agaricomycetes";"Corticiales";"Corticiaceae";"Marchandiomyces";"."
"Fungi";"Ascomycota";"Orbiliomycetes";"Orbiliales";"Orbiliaceae";"Hyalorbilia";"."
"Fungi";"Ascomycota";"Eurotiomycetes";"Chaetothyriales";"Herpotrichiellaceae";"Exophiala";"."
"Fungi";"Ascomycota";"Sordariomycetes";"Hypocreales";".";".";"."
"Fungi";"Ascomycota";"Dothideomycetes";"Pleosporales";".";".";"."
"Fungi";"Ascomycota";"Leotiomycetes";"Helotiales";".";".";"."
"Fungi";"Ascomycota";"Eurotiomycetes";"Chaetothyriales";"Herpotrichiellaceae";".";"."
"Fungi";"Ascomycota";"Sordariomycetes";"Magnaporthales";"Magnaporthaceae";"Gaeumannomyces";"."
"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Psathyrellaceae";"Psathyrella";"."
"Fungi";"Ascomycota";"Sordariomycetes";"Coniochaetales";"Coniochaetaceae";"Coniochaeta";"."
"Fungi";"Chytridiomycota";"Spizellomycetes";"Spizellomycetales";".";".";"."
"Fungi";"Rozellomycota";".";".";".";".";"."
"Fungi";"Ascomycota";"Eurotiomycetes";"Chaetothyriales";"Cyphellophoraceae";"Cyphellophora";"."
"Fungi";"Ascomycota";"Dothideomycetes";"Pleosporales";"Phaeosphaeriaceae";"Ophiosphaerella";"."
"Fungi";"Ascomycota";"Archaeorhizomycetes";"Archaeorhizomycetales";"Archaeorhizomycetaceae";"Archaeorhizomyces";"."
"Fungi";"Basidiomycota";"Microbotryomycetes";"Microbotryomycetes_order_incertae_sedis";"Colacogloeaceae";"Colacogloea";"."
"Fungi";"Chytridiomycota";"Spizellomycetes";"Spizellomycetales";"Spizellomycetaceae";"Spizellomyces";"."
"Fungi";"Ascomycota";"Orbiliomycetes";"Orbiliales";"Orbiliaceae";"Orbilia";"septispora"
"Fungi";"Rozellomycota";".";".";".";".";"."
"Fungi";"Ascomycota";"Orbiliomycetes";"Orbiliales";"Orbiliaceae";"Arthrobotrys";"."
"Fungi";"Ascomycota";"Orbiliomycetes";"Orbiliales";"Orbiliaceae";".";"."
"Fungi";"Glomeromycota";"Glomeromycetes";"Diversisporales";".";".";"."
"Fungi";"Ascomycota";".";".";".";".";"."
"Fungi";"Ascomycota";"Sordariomycetes";"Coniochaetales";"Coniochaetaceae";"Coniochaeta";"."
"Fungi";"Basidiomycota";".";".";".";".";"."
"Fungi";"Rozellomycota";".";".";".";".";"."
"Fungi";"Basidiomycota";"Agaricomycetes";"Cantharellales";"Cantharellales_family_incertae_sedis";"Sistotrema";"."
"Fungi";"Ascomycota";"Dothideomycetes";".";".";".";"."
"Fungi";"Aphelidiomycota";"Aphelidiomycetes";"GS16";".";".";"."
"Fungi";"Ascomycota";"Orbiliomycetes";"Orbiliales";".";".";"."
"Fungi";"Ascomycota";".";".";".";".";"."
"Fungi";"Ascomycota";"Sordariomycetes";"Sordariales";"Chaetomiaceae";".";"."
"Fungi";"Basidiomycota";".";".";".";".";"."
"Fungi";"Ascomycota";"Dothideomycetes";"Pleosporales";"Lentitheciaceae";"Darksidea";"."
"Fungi";"Ascomycota";"Sordariomycetes";"Coniochaetales";"Coniochaetaceae";"Coniochaeta";"."
"Fungi";"Ascomycota";"Orbiliomycetes";"Orbiliales";".";".";"."
"Fungi";"Ascomycota";"Eurotiomycetes";"Chaetothyriales";"Trichomeriaceae";"Trichomerium";"."
"Fungi";"Ascomycota";"Eurotiomycetes";"Chaetothyriales";"Chaetothyriales_family_incertae_sedis";"Sarcinomyces";"."
"Fungi";"Ascomycota";"Leotiomycetes";"Helotiales";"Dermateaceae";"Cryptosporiopsis";"."
"Fungi";"Ascomycota";"Leotiomycetes";"Helotiales";".";".";"."
"Fungi";"Chytridiomycota";"Spizellomycetes";"Spizellomycetales";".";".";"."
"Fungi";"Ascomycota";"Sordariomycetes";"Microascales";"Microascaceae";"Kernia";"pachypleura"
"Fungi";"Chytridiomycota";".";".";".";".";"."
"Fungi";"Ascomycota";"Leotiomycetes";"Helotiales";"Helotiales_family_incertae_sedis";"Crocicreas";"."
"Fungi";"Olpidiomycota";"GS17";"GS17";".";".";"."
"Fungi";"Glomeromycota";"Glomeromycetes";"Glomerales";"Glomeraceae";".";"."
"Fungi";"Ascomycota";"Sordariomycetes";"Cephalothecales";"Cephalothecaceae";"Phialemonium";"guarroi"
"Fungi";"Ascomycota";"Eurotiomycetes";"Chaetothyriales";"Herpotrichiellaceae";".";"."
"Fungi";"Ascomycota";"Dothideomycetes";"Tubeufiales";"Tubeufiaceae";".";"."
"Fungi";"Ascomycota";"Dothideomycetes";"Capnodiales";".";".";"."
"Fungi";"Glomeromycota";"Glomeromycetes";"Glomerales";"Glomeraceae";".";"."
"Fungi";"Ascomycota";"Dothideomycetes";"Pleosporales";"Phaeosphaeriaceae";".";"."
"Fungi";"Ascomycota";"Sordariomycetes";"Coniochaetales";"Coniochaetaceae";"Coniochaeta";"lignicola"
"Fungi";"Ascomycota";"Sordariomycetes";"Sordariales";"Chaetomiaceae";"Chaetomium";"."
"Fungi";"Mortierellomycota";"Mortierellomycetes";"Mortierellales";".";".";"."
"Fungi";"Ascomycota";"Dothideomycetes";"Pleosporales";"Amniculicolaceae";"Murispora";"."
"Fungi";"Basidiomycota";"Tremellomycetes";"Tremellales";"Bulleribasidiaceae";"Dioszegia";"hungarica"
"Fungi";"Ascomycota";"Eurotiomycetes";"Eurotiales";"Aspergillaceae";"Penicillium";"nodositatum"
"Fungi";"Ascomycota";"Eurotiomycetes";"Eurotiales";"Aspergillaceae";"Aspergillus";"."
"Fungi";"Ascomycota";"Eurotiomycetes";"Chaetothyriales";"Herpotrichiellaceae";"Cladophialophora";"."
"Fungi";"Ascomycota";"Eurotiomycetes";"Chaetothyriales";"Herpotrichiellaceae";"Exophiala";"."
"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Mycenaceae";"Hemimycena";"."
"Fungi";"Ascomycota";"Eurotiomycetes";"Verrucariales";".";".";"."
"Fungi";"Basidiomycota";"Tremellomycetes";"Tremellales";"Sirobasidiaceae";".";"."
"Fungi";"Basidiomycota";"Tremellomycetes";"Tremellales";"Bulleraceae";"Genolevuria";"."
"Fungi";"Ascomycota";"Dothideomycetes";"Pleosporales";"Phaeosphaeriaceae";"Ophiosphaerella";"."
"Fungi";"Chytridiomycota";".";".";".";".";"."
"Fungi";"Olpidiomycota";"GS17";"GS17";".";".";"."
"Fungi";"Ascomycota";"Sordariomycetes";"Sordariomycetes_order_incertae_sedis";"Junewangiaceae";"Junewangia";"."
"Fungi";"Ascomycota";"Dothideomycetes";"Pleosporales";"Phaeosphaeriaceae";"Muriphaeosphaeria";"viburni"
"Fungi";"Ascomycota";"Leotiomycetes";"Helotiales";"Helotiales_family_incertae_sedis";"Tetracladium";"."
"Fungi";"Ascomycota";"Lecanoromycetes";".";".";".";"."
"Fungi";"Mortierellomycota";"Mortierellomycetes";"Mortierellales";"Mortierellaceae";"Mortierella";"."
"Fungi";"Ascomycota";"Dothideomycetes";"Pleosporales";"Melanommataceae";"Camposporium";"."
"Fungi";"Chytridiomycota";"Spizellomycetes";"Spizellomycetales";".";".";"."
"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Clavariaceae";"Clavulinopsis";"."
"Fungi";"Ascomycota";"Arthoniomycetes";"Lichenostigmatales";"Phaeococcomycetaceae";"Phaeococcomyces";"."
"Fungi";"Ascomycota";"Dothideomycetes";"Venturiales";"Sympoventuriaceae";".";"."
"Fungi";"Entorrhizomycota";"Entorrhizomycetes";"Entorrhizales";"Entorrhizaceae";"Entorrhiza";"."
"Fungi";"Chytridiomycota";".";".";".";".";"."
"Fungi";"Glomeromycota";"Glomeromycetes";"Glomerales";"Glomeraceae";".";"."
"Fungi";"Ascomycota";"Dothideomycetes";"Pleosporales";"Sporormiaceae";"Preussia";"."
"Fungi";"Rozellomycota";".";".";".";".";"."
"Fungi";"Ascomycota";"Eurotiomycetes";"Chaetothyriales";"Cyphellophoraceae";"Cyphellophora";"."
"Fungi";"Ascomycota";"Dothideomycetes";"Pleosporales";"Phaeosphaeriaceae";".";"."
"Fungi";"Ascomycota";"Leotiomycetes";"Helotiales";".";".";"."
"Fungi";"Basidiomycota";"Tremellomycetes";"Filobasidiales";"Piskurozymaceae";"Piskurozyma";"capsuligena"
"Fungi";"Chytridiomycota";"Spizellomycetes";"Spizellomycetales";".";".";"."
"Fungi";"Chytridiomycota";"Spizellomycetes";"Spizellomycetales";"Spizellomycetaceae";"Kochiomyces";"."
"Fungi";"Ascomycota";"Dothideomycetes";"Pleosporales";"Didymosphaeriaceae";"Paramassariosphaeria";"anthostomoides"
"Fungi";"Rozellomycota";".";".";".";".";"."
"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Entolomataceae";"Rhodocybe";"pallidogrisea"
"Fungi";"Ascomycota";"Leotiomycetes";"Helotiales";"Helotiaceae";"Glarea";"."
"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Clavariaceae";".";"."
"Fungi";"Ascomycota";"Sordariomycetes";"Sordariales";".";".";"."
"Fungi";"Chytridiomycota";"Chytridiomycetes";"Chytridiales";"Chytridiaceae";".";"."
"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Lyophyllaceae";".";"."
"Fungi";"Basidiomycota";"Exobasidiomycetes";"Entylomatales";"Entylomataceae";"Entyloma";"bidentis"
"Fungi";"Ascomycota";"Dothideomycetes";"Capnodiales";"Neodevriesiaceae";"Neodevriesia";"."
"Fungi";"Chytridiomycota";"Spizellomycetes";"Spizellomycetales";".";".";"."
"Fungi";"Ascomycota";"Sordariomycetes";"Xylariales";"Diatrypaceae";"Monosporascus";"."
"Fungi";"Ascomycota";"Dothideomycetes";"Capnodiales";"Mycosphaerellaceae";"Septoria";"tanaceti"
"Fungi";"Ascomycota";"Dothideomycetes";"Pleosporales";"Corynesporascaceae";"Corynespora";"."
"Fungi";"Ascomycota";"Dothideomycetes";"Capnodiales";".";".";"."
"Fungi";"Chytridiomycota";"Rhizophydiomycetes";"Rhizophydiales";"Rhizophydiaceae";"Rhizophydium";"."
"Fungi";"Chytridiomycota";"Rhizophlyctidomycetes";"Rhizophlyctidales";".";".";"."
"Fungi";"Basidiomycota";"Agaricomycetes";"Geastrales";"Sphaerobolaceae";"Sphaerobolus";"stellatus"
"Fungi";"Ascomycota";".";".";".";".";"."
"Fungi";"Basidiomycota";"Tremellomycetes";"Holtermanniales";"Holtermanniaceae";"Holtermanniella";"."
"Fungi";"Rozellomycota";".";".";".";".";"."
"Fungi";"Ascomycota";"Sordariomycetes";"Hypocreales";".";".";"."
"Fungi";"Ascomycota";"Dothideomycetes";"Pleosporales";"Sporormiaceae";"Preussia";"."
"Fungi";"Ascomycota";"Sordariomycetes";"Xylariales";"Nothodactylariaceae";"Nothodactylaria";"."
"Fungi";"Ascomycota";"Eurotiomycetes";"Chaetothyriales";"Herpotrichiellaceae";"Cladophialophora";"."
"Fungi";"Ascomycota";"Dothideomycetes";"Pleosporales";".";".";"."
"Fungi";"Ascomycota";".";".";".";".";"."
"Fungi";"Ascomycota";"Leotiomycetes";"Helotiales";"Hyaloscyphaceae";".";"."
"Fungi";"Chytridiomycota";"Lobulomycetes";"Lobulomycetales";".";".";"."
"Fungi";"Ascomycota";"Eurotiomycetes";"Chaetothyriales";".";".";"."
"Fungi";"Ascomycota";"Sordariomycetes";"Coniochaetales";"Coniochaetaceae";"Coniochaeta";"."
"Fungi";"Ascomycota";"Leotiomycetes";"Helotiales";"Solenopeziaceae";"Lasiobelonium";"lanceolatum"
"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Mycenaceae";"Mycena";"belliarum"
"Fungi";"Ascomycota";"Lecanoromycetes";"Lecanorales";"Cladoniaceae";"Cladonia";"."
"Fungi";"Ascomycota";".";".";".";".";"."
"Fungi";"Ascomycota";"Leotiomycetes";"Thelebolales";"Thelebolales_family_incertae_sedis";"Gorgomyces";"."
"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";".";".";"."
"Fungi";"Glomeromycota";"Glomeromycetes";"Glomerales";"Glomeraceae";".";"."
"Fungi";"Ascomycota";"Leotiomycetes";"Helotiales";"Helotiales_family_incertae_sedis";"Tetracladium";"."
"Fungi";"Ascomycota";"Leotiomycetes";"Helotiales";"Cenangiaceae";"Heyderia";"."
"Fungi";"Aphelidiomycota";".";".";".";".";"."
"Fungi";"Chytridiomycota";".";".";".";".";"."
"Fungi";"Ascomycota";".";".";".";".";"."
"Fungi";"Ascomycota";"Orbiliomycetes";"Orbiliales";"Orbiliaceae";".";"."
"Fungi";"Ascomycota";"Sordariomycetes";"Hypocreales";".";".";"."
"Fungi";"Basidiobolomycota";"Basidiobolomycetes";"Basidiobolales";".";".";"."
"Fungi";"Chytridiomycota";"Spizellomycetes";"Spizellomycetales";".";".";"."
"Fungi";"Chytridiomycota";"Rhizophlyctidomycetes";"Rhizophlyctidales";"Rhizophlyctidaceae";"Rhizophlyctis";"."
"Fungi";"Ascomycota";"Orbiliomycetes";"Orbiliales";".";".";"."
"Fungi";"Ascomycota";"Dothideomycetes";"Pleosporales";"Pleosporaceae";"Alternaria";"."
"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Clavariaceae";"Ramariopsis";"asperulospora"
"Fungi";"Glomeromycota";"Glomeromycetes";"Glomerales";"Glomeraceae";".";"."
"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Psathyrellaceae";"Coprinopsis";"gonophylla"
"Fungi";"Ascomycota";"Eurotiomycetes";"Chaetothyriales";"Herpotrichiellaceae";"Exophiala";"."
"Fungi";"Ascomycota";"Dothideomycetes";"Venturiales";"Sympoventuriaceae";"Ochroconis";"."
"Fungi";"Ascomycota";"Eurotiomycetes";"Phaeomoniellales";"Celotheliaceae";"Paraphaeomoniella";"capensis"
"Fungi";"Ascomycota";"Eurotiomycetes";"Chaetothyriales";"Herpotrichiellaceae";"Capronia";"."
"Fungi";"Basidiomycota";"Agaricomycetes";"Auriculariales";"Oliveoniaceae";"Oliveonia";"."
"Fungi";"Glomeromycota";"Glomeromycetes";"Glomerales";"Glomeraceae";".";"."
"Fungi";"Ascomycota";"Eurotiomycetes";"Chaetothyriales";"Herpotrichiellaceae";"Cladophialophora";"."
"Fungi";"Ascomycota";"Pezizomycetes";"Pezizales";"Ascobolaceae";"Ascobolus";"."
"Fungi";"Basidiomycota";".";".";".";".";"."
"Fungi";"Basidiomycota";"Agaricomycetes";"Tremellodendropsidales";".";".";"."
"Fungi";"Ascomycota";"Sordariomycetes";"Magnaporthales";"Magnaporthaceae";"Pseudophialophora";"."
"Fungi";"Basidiomycota";"Tremellomycetes";"Filobasidiales";"Piskurozymaceae";"Solicoccozyma";"."
"Fungi";"Glomeromycota";"Glomeromycetes";"Glomerales";"Glomeraceae";".";"."
"Fungi";"Basidiomycota";"Tremellomycetes";"Tremellales";"Bulleraceae";".";"."
"Fungi";"Ascomycota";"Sordariomycetes";"Chaetosphaeriales";"Chaetosphaeriaceae";"Chaetosphaeria";"."
"Fungi";"Ascomycota";"Leotiomycetes";"Helotiales";"Helotiales_family_incertae_sedis";"Tetracladium";"."
"Fungi";"Ascomycota";"Leotiomycetes";"Helotiales";"Arachnopezizaceae";"Eriopezia";"caesia"
"Fungi";"Ascomycota";"Leotiomycetes";"Helotiales";".";".";"."
"Fungi";"Chytridiomycota";"Rhizophydiomycetes";"Rhizophydiales";"Operculomycetaceae";"Operculomyces";"."
"Fungi";"Basidiomycota";"Tremellomycetes";"Filobasidiales";"Filobasidiaceae";"Filobasidium";"."
"Fungi";"Chytridiomycota";"Rhizophlyctidomycetes";"Rhizophlyctidales";"Rhizophlyctidaceae";"Rhizophlyctis";"rosea"
"Fungi";"Chytridiomycota";"Chytridiomycetes";"Chytridiales";".";".";"."
"Fungi";"Chytridiomycota";"Spizellomycetes";"Spizellomycetales";".";".";"."
"Fungi";"Ascomycota";"Dothideomycetes";"Pleosporales";"Didymosphaeriaceae";"Montagnula";"."
"Fungi";"Ascomycota";"Dothideomycetes";"Pleosporales";".";".";"."
"Fungi";"Ascomycota";"Leotiomycetes";"Helotiales";"Helotiaceae";"Cyathicula";"coronata"
"Fungi";"Ascomycota";".";".";".";".";"."
"Fungi";"Ascomycota";"Dothideomycetes";"Triscelephorales";".";".";"."
